1	1	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	2	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	3	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	4	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	5	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	6	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	7	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	8	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	9	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	10	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	11	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	12	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	13	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	14	-0.0000	1.0000	0.0000	0.0000	15.9061	254.0039	1.0000	0.0039	36.0437	0.0000
1	15	0.0094	1.0002	0.0271	0.0000	15.9061	254.0038	0.9985	0.0039	1.6186	0.0000
1	16	0.0544	1.0024	0.0856	0.0000	15.9057	253.9964	0.9893	0.0038	3.1204	0.0000
1	17	0.1736	1.0054	0.1848	0.0000	15.9023	253.9239	0.9605	0.0037	4.0126	0.0000
1	18	0.2620	1.0146	0.2396	0.0000	15.8931	253.7256	0.9338	0.0036	3.8328	0.0000
1	19	0.0094	1.0002	0.0271	0.0000	15.9061	254.0038	0.9985	0.0039	1.6186	0.0000
1	20	0.2201	1.0061	0.2043	0.0000	15.8981	253.8340	0.9464	0.0037	4.3285	0.0000
1	21	0.2780	1.0037	0.2843	0.0585	15.8924	253.7104	0.9305	0.0036	3.8207	0.0000
1	22	0.8379	1.1091	0.5587	0.0000	15.6481	248.2681	0.7399	0.0029	5.1462	0.0000
1	23	1.5174	1.3616	0.8767	0.0000	13.3154	189.2714	0.4638	0.0018	4.9269	0.0000
1	24	2.1621	1.7756	1.3378	1.2721	10.2869	111.7804	0.2889	0.0011	5.8729	0.0000
1	25	2.7817	2.5364	1.9538	1.2721	8.4324	80.1820	0.1818	0.0007	6.5089	0.0000
1	26	2.8534	2.7292	2.0215	1.6421	8.1001	74.1714	0.1711	0.0007	6.5185	0.0000
1	27	2.8477	2.8494	1.9644	1.6481	8.0244	73.0336	0.1703	0.0007	6.6786	0.0000
1	28	2.7367	2.6755	1.7658	1.6907	7.8307	67.1352	0.1785	0.0007	6.7505	0.0000
1	29	3.2901	4.2437	2.4799	1.5391	5.9012	38.1687	0.1151	0.0004	6.7657	0.0001
1	30	3.4329	5.1941	2.6737	1.4893	5.5039	33.1484	0.1032	0.0004	6.8747	0.0001
1	31	3.4979	4.7788	2.8770	1.6306	5.2429	29.9641	0.0977	0.0004	6.7661	0.0001
1	32	3.3776	4.0557	2.7341	1.5391	5.7859	37.1434	0.1087	0.0004	6.6856	0.0001
1	33	3.4911	4.1980	3.0402	1.6528	5.3560	31.8702	0.0986	0.0004	6.8989	0.0001
